player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Clay Patterson,106446,DI,STANFORD,12,5,0,,0,1,300,1,0,58.5,82.8,62.3,83.1,76.1,59.3,7,16,0,0,,15.4,4,0,1,0.0,0,5,0,4,0,0,421,417,55,228,28,106,0,4,264,157,0,17,17,1,0,28,0,0,0,
Marques White,108130,ED,UMASS,12,9,1,50.0,0,2,216,0,0,65.3,90.3,90.1,92.3,76.5,73.7,9,15,0,0,10,11.4,5,1,0,64.6,1,6,0,23,0,30,470,444,0,1,440,3,2,26,174,266,1,24,30,6,2,30,0,10,4,10.0
Tra Thomas,116043,ED,NC STATE,13,11,0,100.0,0,1,248,0,0,50.8,61.3,58.6,69.2,56.8,73.6,3,10,0,0,4,8.7,2,0,1,122.9,1,4,0,21,0,33,361,329,0,0,329,0,0,32,168,160,11,10,10,2,1,17,1,4,0,4.0
Elijah Culp,121345,CB,JAMES MAD,13,5,0,50.0,0,0,197,0,0,72.6,72.6,0.0,64.7,78.5,50.9,0,2,0,1,44,17.0,9,5,8,68.8,28,0,0,76,626,442,763,12,0,0,12,0,5,751,12,309,42,18,39,2,56,2,2,277,112,9.9
Sam Howard,121351,LB,TULANE,11,13,0,80.0,0,1,319,0,0,66.3,71.6,49.7,65.9,75.5,60.9,1,15,0,0,53,17.5,10,0,1,122.7,16,4,0,475,1,268,572,21,0,0,20,1,5,551,63,241,69,23,34,4,20,20,1,189,159,11.8
Caullin Lacy,121426,WR,LOUISVILLE,2,0,0,,0,0,210,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Tyrese Hopkins,121461,LB,LA MONROE,11,2,0,80.0,0,0,209,0,0,55.9,52.5,0.5,48.4,56.7,60.9,0,2,0,0,19,15.4,2,0,1,95.8,4,0,0,129,0,54,159,27,0,0,27,0,0,132,8,97,3,6,9,0,5,2,0,35,22,8.8
Kenneth Harris,121523,CB,OKLA STATE,12,4,0,66.7,0,0,262,0,0,46.3,45.6,87.6,67.2,38.8,29.2,1,2,0,0,47,31.3,15,8,1,121.3,38,1,0,148,1,324,669,13,0,0,13,0,62,656,19,326,445,10,29,0,57,4,4,551,310,14.5
Corbet Mims,121534,ED,JVILLE ST,10,2,1,,0,0,196,0,0,,65.5,78.5,62.9,64.5,76.7,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,85,84,0,12,36,36,0,1,48,37,0,3,3,0,0,3,0,0,0,
Channing Canada,121668,CB,TCU,13,4,0,64.1,0,0,305,0,0,61.4,63.0,46.4,53.1,73.7,65.6,0,1,0,1,57,11.9,5,2,4,97.9,25,0,0,22,624,360,655,4,0,0,4,0,4,651,2,293,0,7,33,0,39,1,2,337,85,13.5
Isaiah Cash,121669,CB,VA TECH,12,11,0,57.1,1,0,337,0,0,61.2,60.2,87.3,66.7,51.9,81.1,2,2,0,1,44,7.1,3,1,4,68.2,24,0,0,79,0,265,481,9,0,0,9,0,2,472,10,206,391,11,28,1,42,4,0,286,124,11.9
Immanuel Bush,121724,DI,JAMES MAD,13,5,1,,0,0,197,0,0,69.5,72.8,83.6,60.9,73.5,46.2,0,6,0,0,,17.9,5,0,0,0.0,0,2,0,3,0,1,310,306,89,216,0,1,0,4,134,175,0,16,18,4,0,8,0,0,0,
Jayshaun Coffman,121726,DI,LOUISVILLE,4,0,0,,0,0,210,0,0,,71.7,74.0,68.9,67.5,74.8,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,30,30,0,21,0,9,0,0,15,15,0,3,3,0,0,3,0,0,0,
JoJo Evans Jr.,121728,S,LOUISVILLE,12,15,1,55.9,0,0,210,1,0,68.3,66.6,55.7,66.5,61.4,73.9,2,5,0,1,38,12.9,9,3,1,92.6,19,1,0,190,4,385,698,52,0,0,52,0,351,646,32,281,101,18,46,1,34,8,3,219,104,11.5
Kerion Martin,121739,LB,MARSHALL,12,12,0,69.2,0,0,214,0,0,64.2,69.3,86.0,57.9,74.9,69.5,4,7,0,0,16,14.0,8,1,0,92.8,9,2,0,278,0,159,438,121,0,0,121,0,0,317,83,196,39,24,37,6,13,13,0,103,54,11.4
Zane Porter,121745,LB,MARSHALL,2,1,0,0.0,0,0,214,0,0,49.1,60.6,72.2,,72.7,75.6,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,7,0,3,9,2,0,0,2,0,0,7,0,6,0,1,1,0,1,0,0,0,0,
Daytione Smith,121749,S,MARSHALL,12,13,0,50.0,0,0,214,1,0,74.5,71.0,86.0,55.9,62.0,76.3,0,0,0,3,22,10.0,6,5,2,22.9,15,0,0,270,0,362,641,2,0,0,2,0,253,639,3,276,116,13,41,1,30,0,0,135,60,9.0
An'Darius Coffey,121757,S,PURDUE,9,0,0,66.7,0,0,273,0,0,59.8,54.8,0.0,58.0,48.7,51.5,0,0,0,0,21,25.0,4,0,1,83.0,8,0,0,40,0,78,134,3,0,0,3,0,38,131,4,52,52,4,12,1,12,0,0,73,44,9.1
Devonte Golden-Nelson,121780,CB,W VIRGINIA,2,0,0,0.0,0,0,343,0,0,52.9,53.4,69.8,,60.5,74.2,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,1,6,3,8,0,0,0,0,0,0,8,0,5,1,0,1,0,1,0,0,0,0,
Jacob Busic,121837,ED,UCLA,12,2,0,,0,0,324,0,0,64.3,58.0,86.6,56.3,56.8,58.0,0,5,0,0,,15.8,3,0,0,0.0,0,1,0,8,0,13,388,379,0,12,275,92,0,9,164,211,1,11,14,3,0,6,0,0,0,
Ajani Cuevas-Gillis,121841,S,MARSHALL,2,0,0,0.0,0,0,214,0,0,77.5,82.0,75.3,60.0,73.5,76.4,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,5,0,6,17,8,0,0,8,0,1,9,1,10,3,2,2,1,1,0,0,0,0,
Jori Benson,122053,DI,W MICHIGAN,3,1,0,,0,0,347,1,0,,56.1,74.1,64.4,51.7,66.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,19,19,2,17,0,0,0,0,10,9,0,0,0,0,0,1,0,0,0,
Rodney Johnson,122103,CB,LOUISVILLE,8,3,0,57.1,0,0,210,0,0,65.3,67.5,78.1,58.7,75.4,48.9,0,1,0,0,4,22.2,2,1,0,101.8,4,0,0,11,91,64,108,1,0,0,1,0,0,107,1,43,4,2,4,1,7,1,1,13,12,3.3
DeMonte Capehart,122144,DI,CLEMSON,12,5,2,,0,0,140,0,0,60.0,71.2,83.5,61.9,74.5,53.4,3,7,0,0,,16.0,4,0,0,0.0,0,1,0,0,0,0,347,347,57,282,0,8,0,0,204,143,0,14,16,2,0,11,0,0,0,
Fred Davis II,122146,CB,NWESTERN,12,10,0,68.4,1,0,256,1,0,65.4,65.7,3.5,66.7,70.8,75.2,0,1,0,0,34,8.1,3,4,3,118.2,26,0,0,27,518,284,550,1,0,0,1,0,1,549,1,265,2,5,24,1,38,1,3,299,70,11.5
Malcolm Greene,122148,CB,UMASS,11,6,0,67.6,0,0,216,0,0,50.6,52.0,85.0,69.8,52.9,51.2,0,1,0,0,51,19.0,8,2,4,143.8,23,0,0,99,445,267,643,2,0,0,2,0,10,641,3,373,87,8,28,0,34,1,6,373,103,16.2
Tyler Venables,122163,S,CLEMSON,4,0,0,50.0,0,0,140,0,0,61.4,60.8,78.0,60.0,58.1,51.0,0,0,0,0,12,25.0,1,0,0,63.5,2,0,0,6,1,35,49,1,0,0,1,0,29,48,1,13,12,1,3,0,4,0,0,19,8,9.5
E.J. Williams Jr.,122164,WR,INDIANA,1,0,0,,0,0,190,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Tre Williams,122165,DI,MICHIGAN,13,3,1,,0,0,222,0,0,60.0,67.8,58.6,61.6,70.5,56.2,2,7,0,0,,14.3,3,0,1,0.0,0,0,0,1,0,0,329,328,108,219,0,1,0,1,179,150,0,14,15,5,0,9,0,0,0,
Isaiah Dunson,122209,CB,GA STATE,3,0,0,100.0,0,0,175,0,0,53.5,55.1,74.2,,62.5,76.6,0,0,0,0,13,0.0,0,0,0,102.8,3,0,0,1,27,10,28,0,0,0,0,0,0,28,0,18,0,0,2,0,3,0,0,26,6,8.7
Jamar Rucks,122252,ED,KENNESAW,12,5,0,,0,0,200,0,0,67.1,57.3,24.3,59.9,54.4,72.4,1,1,0,0,,10.0,1,0,1,0.0,0,0,0,0,0,11,117,109,0,0,109,0,0,8,46,60,8,2,4,1,0,2,0,0,0,
Tony Anyanwu,122261,ED,RICE,13,11,1,71.4,2,1,275,1,0,58.1,84.9,59.5,82.9,85.9,66.1,8,32,0,0,56,15.3,9,0,2,153.3,5,7,0,38,0,53,657,573,0,11,519,43,0,84,320,284,46,34,39,1,7,47,1,100,55,20.0
Mike Harris,122269,S,S ALABAMA,12,8,0,81.8,0,1,288,0,0,58.6,55.1,83.4,74.9,43.7,29.7,0,1,0,0,36,28.9,11,0,0,112.3,18,0,0,93,1,157,314,4,0,0,4,0,31,310,3,154,185,3,19,1,22,1,1,161,118,8.9
A.J. McCarty,122274,CB,TEXAS TECH,13,4,0,61.1,0,0,315,0,0,71.6,71.5,82.2,55.4,73.2,44.7,1,4,0,0,38,22.7,5,1,0,76.6,11,0,0,62,1,125,233,10,0,0,10,0,4,223,15,93,154,9,13,2,18,5,0,102,83,9.3
Devin Neal,122278,S,VIRGINIA,14,29,0,60.0,0,0,335,0,0,81.9,88.0,88.0,78.8,87.0,90.2,0,5,0,0,32,6.0,6,6,1,111.3,15,1,0,199,3,251,566,32,0,0,32,0,257,534,13,302,75,27,65,2,25,6,3,118,20,7.9
Shane Bruce,122323,LB,COAST CAR,7,6,0,60.0,0,0,141,0,0,76.6,78.3,84.7,58.8,76.3,75.4,0,2,0,2,14,8.3,3,1,0,33.6,9,1,0,245,0,131,307,14,0,0,14,0,0,293,27,149,48,17,27,2,15,3,0,76,61,8.4
Gary Smith III,122388,DI,UCLA,12,4,0,,0,0,324,0,0,61.1,75.4,84.9,54.7,82.3,66.9,0,4,0,0,,7.1,3,0,0,0.0,0,1,0,0,0,0,517,516,108,392,1,15,0,1,226,291,0,25,35,1,0,5,0,0,0,
Stephen Dix Jr.,122396,LB,ARKANSAS,12,21,0,80.8,0,0,111,0,0,46.7,64.7,84.1,61.3,74.1,82.6,1,7,0,0,62,6.5,5,0,0,118.9,21,1,0,552,1,233,617,43,0,0,43,0,0,574,55,329,21,28,51,3,26,9,1,246,237,11.7
Jadarius Green-McKnight,122399,S,MARSHALL,11,4,0,75.0,1,0,214,0,0,62.5,67.1,84.8,73.1,69.8,73.2,1,5,0,1,40,8.7,2,0,1,109.7,9,0,0,83,1,142,320,39,0,0,39,0,23,281,24,154,174,6,17,1,12,6,1,158,76,17.6
Bryan Robinson,122413,WR,MARSHALL,1,0,0,,0,0,214,0,0,,57.9,60.0,,60.0,,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
Tyler Bride,122432,S,JVILLE ST,1,0,0,,0,0,196,0,0,65.0,65.0,72.9,60.0,60.0,74.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,5,12,0,0,0,0,0,8,12,1,6,3,0,1,0,0,1,0,0,0,
Marques Watson-Trent,122461,LB,NEBRASKA,12,20,0,100.0,0,0,238,0,0,53.1,66.4,82.6,61.2,73.0,69.0,0,2,0,0,22,14.9,7,0,0,115.7,9,1,0,287,3,107,333,19,0,0,19,0,2,314,21,205,22,15,20,1,9,3,0,106,67,11.8
Jason Moore,122491,DI,GA TECH,13,12,2,,0,1,176,0,0,59.1,66.4,83.7,75.8,57.4,54.8,1,13,0,0,,15.4,4,0,0,0.0,0,1,0,0,0,0,365,364,56,291,0,17,0,1,187,178,0,7,10,0,0,15,0,0,0,
Akelo Stone,122499,DI,GA TECH,9,3,0,,0,0,176,0,0,61.0,65.2,50.7,71.9,57.5,42.0,0,10,0,0,,17.6,3,0,1,0.0,0,4,0,0,0,0,262,262,2,228,9,23,0,0,153,109,0,11,11,1,0,14,0,0,0,
Kenean Caldwell,122551,DI,KANSAS,12,3,0,,0,0,198,1,0,,67.9,57.0,56.5,73.3,68.4,0,3,0,0,,7.7,2,0,1,0.0,0,1,0,2,0,0,297,295,133,158,1,3,0,2,135,162,0,18,21,6,0,4,0,0,0,
Karon Prunty,122574,CB,WAKE,13,5,0,48.1,0,1,339,1,0,84.8,84.2,85.9,68.2,71.6,52.5,1,1,0,1,65,15.7,8,6,5,79.8,25,1,0,53,737,459,804,1,0,0,1,0,3,803,5,340,10,10,38,1,52,3,3,330,93,13.2
Tee Denson,122591,S,JVILLE ST,2,1,0,80.0,0,0,196,0,0,76.5,77.4,76.1,60.0,71.4,81.8,0,0,0,0,15,0.0,0,0,0,91.7,4,0,0,8,0,13,35,2,0,0,2,0,2,33,1,21,23,2,4,0,5,0,0,30,16,7.5
Beau Palmer,122610,LB,KANSAS ST,1,0,0,,0,0,199,0,0,,60.0,66.3,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Cody Stufflebean,122619,ED,KANSAS ST,12,2,0,100.0,0,2,199,1,0,55.0,58.2,87.0,61.2,56.0,46.9,4,9,0,0,15,19.2,5,0,0,118.8,1,4,0,1,0,2,574,573,21,140,313,99,0,1,308,264,0,16,19,0,1,17,0,15,18,15.0
Caleb Anderson,122629,CB,MICHIGAN,7,1,0,87.5,0,0,222,0,0,51.1,53.7,78.0,,69.0,49.6,0,0,0,0,25,22.2,2,0,0,107.8,7,0,0,5,75,52,83,0,0,0,0,0,0,83,0,31,3,0,6,0,8,0,0,79,25,11.3
Courtline Flowers,122635,CB,LA LAFAYET,12,4,1,63.8,0,1,207,0,0,64.8,67.4,50.6,76.9,73.2,72.2,0,2,1,2,68,11.5,6,3,1,122.7,37,1,0,73,626,357,741,4,0,0,4,0,0,737,5,379,37,15,42,2,58,3,7,588,216,15.9
Caleb Kibodi,122645,LB,LA LAFAYET,8,5,0,80.0,0,0,207,0,0,62.0,75.9,81.8,67.4,82.4,87.9,0,2,0,0,10,0.0,0,0,0,85.0,4,1,0,62,0,32,115,26,0,0,26,0,0,89,11,72,27,6,12,0,5,3,0,22,8,5.5
Jordan Lawson,122647,ED,LA LAFAYET,13,15,2,100.0,0,1,207,0,0,80.2,77.5,41.6,80.7,68.6,59.4,5,25,0,0,14,18.3,11,0,3,118.8,3,5,0,3,0,21,601,597,0,25,431,141,0,4,282,298,0,31,34,10,3,35,0,39,47,13.0
Dominique Ratcliff,122655,DI,INDIANA,16,2,0,,0,0,190,0,0,62.5,69.6,83.0,58.7,74.5,71.6,1,12,0,0,,6.7,1,0,0,0.0,0,2,0,1,0,1,288,287,21,216,17,33,0,1,174,113,0,12,12,4,0,15,0,0,0,
Tyree Skipper,122660,S,LA LAFAYET,11,18,0,60.9,0,0,207,0,0,48.7,51.9,45.4,65.3,57.3,43.0,0,1,0,1,98,21.3,16,2,1,99.5,14,1,0,163,8,262,594,5,0,0,5,0,366,589,9,323,51,13,41,0,23,2,1,278,152,19.9
Korian Wilson,122662,CB,LA MONROE,2,0,0,100.0,0,0,209,0,0,68.9,69.9,77.7,60.0,68.9,72.8,0,0,0,0,11,7.7,1,0,0,89.6,4,0,0,14,82,50,98,0,0,0,0,0,1,98,1,47,1,2,12,1,4,0,0,22,11,5.5
Ben Bell,122665,ED,VA TECH,12,16,0,100.0,0,0,337,1,0,53.8,70.1,0.0,83.3,69.4,50.0,11,18,0,0,22,23.9,11,0,8,106.9,6,3,0,26,0,54,508,467,0,0,464,3,0,41,237,217,15,15,19,5,6,32,0,58,34,9.7
Kershawn Fisher,122670,ED,W MICHIGAN,14,6,2,100.0,0,0,347,2,1,42.3,61.0,55.8,63.9,65.7,38.3,2,16,0,0,15,27.3,9,0,3,111.7,5,4,0,28,0,48,540,511,0,2,506,3,0,29,279,213,1,14,18,4,5,22,0,54,33,10.8
Keveion'ta Spears,122687,DI,SMU,13,5,4,,0,0,287,0,0,,68.3,30.9,64.1,71.7,66.4,2,4,0,0,,5.0,1,0,2,0.0,0,1,0,1,0,0,328,327,21,272,1,33,0,1,183,145,0,13,14,3,0,7,0,0,0,
Cedric Woods,122690,CB,LA TECH,11,2,0,47.1,1,1,208,0,0,62.6,64.8,6.5,62.5,81.6,86.0,1,0,0,0,39,3.1,1,8,5,78.3,24,0,0,10,455,305,509,34,0,0,34,0,0,475,5,199,9,11,29,1,51,1,1,373,163,15.5
Henry Bryant,122696,DI,GA STATE,11,9,0,,0,0,175,0,0,57.4,65.7,83.1,68.7,62.3,62.8,2,7,0,0,,9.1,2,0,0,0.0,0,1,0,1,0,2,402,401,23,209,2,167,0,1,181,219,0,6,11,0,0,10,0,0,0,
Jared Dawson,122703,DI,NOTRE DAME,11,3,1,,0,0,258,0,0,60.0,79.8,56.6,75.2,80.2,63.6,5,16,0,0,,10.5,2,0,1,0.0,0,1,0,0,0,0,323,323,25,287,0,11,0,0,182,141,0,10,14,4,0,22,0,0,0,
Mason Reiger,122721,ED,WISCONSIN,12,15,0,100.0,0,0,349,0,0,54.6,82.3,71.2,83.0,78.0,57.5,7,32,0,0,6,24.5,12,0,1,122.9,2,6,0,0,0,17,514,514,0,19,465,30,0,0,293,204,0,20,22,1,2,45,1,8,0,4.0
Tahj Chambers,122740,LB,OLE MISS,14,11,1,70.6,0,0,226,0,0,63.3,67.8,0.0,57.0,75.4,59.3,2,7,0,0,19,16.7,9,2,2,86.6,12,0,0,352,0,187,380,12,0,0,12,0,0,368,24,169,16,23,34,1,17,9,0,105,79,8.8
Kedrick Bingley-Jones,122821,DI,MISS STATE,13,7,1,,0,0,227,0,0,60.4,60.6,83.1,61.2,58.2,62.4,0,8,0,0,,8.7,2,0,0,0.0,0,0,0,0,0,0,343,343,19,197,31,96,0,0,171,172,0,6,14,0,0,8,0,0,0,
Jalen Brooks,122823,LB,MO STATE,11,11,0,80.0,0,2,230,2,0,92.5,85.0,26.9,63.8,63.0,59.9,1,3,0,0,64,14.9,10,1,1,111.9,16,0,0,281,1,162,326,4,0,0,4,0,0,322,17,147,40,28,46,2,20,4,1,137,122,8.6
Ja'Qurious Conley,122827,S,CHARLOTTE,11,11,0,65.4,0,1,136,1,0,86.4,75.4,0.0,58.3,63.8,72.2,0,0,0,3,38,13.0,9,4,3,57.1,17,0,0,148,2,220,459,18,0,0,18,0,230,441,5,234,61,12,49,0,26,0,1,170,80,10.0
Tony Grimes,122837,CB,PURDUE,11,6,0,53.5,0,0,273,0,0,55.8,52.7,47.8,60.0,42.0,48.5,0,0,0,0,66,21.7,10,4,4,117.5,23,0,0,83,583,326,677,4,0,0,4,0,0,673,8,343,6,10,30,0,43,0,3,491,190,21.3
Devan Boykin,122855,S,INDIANA,16,11,2,66.1,0,1,190,2,1,86.7,90.2,52.4,71.3,93.9,90.5,2,7,0,2,26,3.6,2,3,1,71.4,37,2,0,84,1,353,583,58,0,0,58,0,59,525,57,173,381,28,42,5,56,11,1,311,197,8.4
Jayland Parker,122879,LB,MARSHALL,7,10,0,83.3,0,0,214,0,0,36.2,56.3,15.0,56.4,74.3,59.4,3,5,0,0,32,16.7,9,0,1,94.4,10,0,0,319,0,117,321,2,0,0,2,0,0,319,31,173,0,21,35,2,12,8,0,80,42,8.0
Josh Pierre-Louis,122880,S,MARSHALL,12,11,0,55.0,0,0,214,0,0,64.0,62.9,49.8,55.4,64.0,78.3,0,3,0,0,71,8.1,3,0,1,133.3,11,1,0,123,3,279,533,61,0,0,61,0,71,472,32,222,275,13,23,0,20,4,2,255,121,23.2
Jordan Botelho,122894,ED,NOTRE DAME,12,9,0,100.0,0,0,258,0,0,43.3,71.8,88.2,63.1,80.5,67.8,2,13,0,0,4,7.1,2,0,0,83.3,1,1,0,8,0,10,292,282,0,3,275,4,0,10,161,121,2,13,17,0,1,16,0,4,1,4.0
Aidan Keanaaina,122903,DI,CAL,13,20,2,,0,0,130,0,0,54.7,76.9,86.0,58.5,85.1,73.4,0,9,0,0,,6.1,3,0,0,0.0,0,2,0,0,0,1,544,543,150,389,2,2,0,1,271,272,0,24,26,0,0,11,0,0,0,
Caleb Offord,122908,CB,KENNESAW,12,10,0,52.5,0,1,200,1,1,69.7,71.8,86.4,74.1,73.0,65.2,0,1,0,1,40,15.4,10,9,2,69.7,31,1,0,47,751,451,822,6,0,0,6,0,3,816,4,367,15,19,45,6,59,2,1,357,143,11.5
Noah Arinze,122917,ED,COAST CAR,13,13,0,,0,2,141,1,0,65.5,70.9,21.8,68.4,71.5,47.8,9,13,0,0,,20.0,10,0,4,0.0,0,3,0,0,0,0,489,489,17,37,379,56,0,0,236,253,0,25,27,4,0,25,0,0,0,
Joshua Eaton,122924,CB,MICH STATE,12,2,0,63.6,0,0,223,0,0,65.0,62.5,27.3,60.0,52.5,31.9,0,0,0,0,45,31.3,10,1,2,132.6,14,0,0,27,379,243,418,4,0,0,4,0,0,414,1,174,7,5,20,0,22,0,3,200,80,14.3
DJ Graham II,122926,CB,KANSAS,11,1,0,60.5,0,0,198,0,0,64.0,65.4,83.7,60.0,68.5,47.1,0,0,0,0,48,21.2,7,3,0,98.4,23,0,0,45,445,247,494,0,0,0,0,0,1,494,1,246,3,10,25,2,38,0,2,258,103,11.2
Reggie Grimes II,122927,ED,MEMPHIS,10,0,0,,0,0,218,0,0,,63.1,78.8,53.7,71.0,72.9,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,94,94,0,43,35,16,0,0,56,38,0,2,2,0,0,2,0,0,0,
Justin Harrington,122928,S,W VIRGINIA,7,2,0,100.0,0,0,343,0,0,55.6,54.1,80.0,54.2,54.8,61.0,0,0,0,0,9,14.3,1,0,1,100.0,3,0,0,28,4,29,84,14,0,0,14,0,6,70,8,47,31,2,4,0,3,0,0,24,20,8.0
Shane Whitter,122949,LB,N TEXAS,9,16,0,77.3,0,1,251,2,0,72.2,79.8,84.7,55.3,82.4,80.9,3,4,0,1,35,8.1,5,1,1,107.4,17,0,0,401,2,154,468,33,0,0,33,0,0,435,51,263,32,24,41,2,22,7,2,156,117,9.2
Jeff Roberson,122986,LB,MINNESOTA,7,2,0,100.0,0,0,225,0,0,53.6,56.8,74.0,58.4,60.2,39.2,0,0,0,0,0,33.3,3,0,0,79.2,1,0,0,42,0,10,43,0,0,0,0,0,0,43,2,31,1,2,4,0,1,0,0,0,2,0.0
Nick Session,122990,S,NEW MEX ST,12,16,0,57.1,0,0,242,1,0,58.9,63.1,88.1,51.9,70.6,78.2,0,0,0,0,55,10.0,8,5,1,126.8,20,0,0,166,1,355,630,1,0,0,1,0,385,629,5,270,77,15,56,2,35,0,5,315,61,15.8
Rashad Battle,123003,CB,PITTSBURGH,11,5,0,57.1,0,0,268,1,0,69.2,72.3,83.9,69.8,78.7,86.3,0,0,0,0,53,5.9,3,4,2,118.0,28,1,0,40,426,284,473,4,0,0,4,0,0,469,2,187,2,16,43,1,49,1,5,403,103,14.4
Dayon Hayes,123010,ED,TEXAS A&M,13,1,1,100.0,1,1,312,1,0,49.2,73.5,61.9,77.3,68.4,51.5,6,19,0,0,4,20.0,3,0,1,122.9,1,4,0,0,0,1,339,339,0,3,309,27,0,0,238,100,0,12,11,1,1,29,1,4,0,4.0
Bangally Kamara,123012,LB,KANSAS,11,8,0,84.2,1,1,198,0,0,55.2,63.7,25.1,79.4,63.1,27.8,4,12,0,0,39,30.7,23,3,2,125.2,16,2,0,309,5,192,529,156,0,0,156,0,0,373,78,259,59,31,44,6,19,18,1,187,123,11.7
Buddy Mack III,123015,CB,S CAROLINA,1,0,0,100.0,0,0,289,0,0,51.9,53.6,72.6,59.5,63.1,76.9,0,0,0,0,32,0.0,0,0,0,118.8,2,0,0,1,0,7,11,0,0,0,0,0,0,11,1,3,10,0,2,0,2,0,0,37,2,18.5
Leon Lowery Jr.,123045,ED,ILLINOIS,12,3,0,100.0,0,1,187,2,1,69.3,63.5,88.4,58.7,59.7,70.2,0,10,0,0,10,14.3,3,0,0,93.8,4,2,0,27,0,48,272,220,0,0,220,0,0,52,108,116,25,8,15,1,4,12,0,26,15,6.5
Trebor Pena,123051,WR,PENN STATE,1,0,0,,0,0,266,0,0,60.0,62.4,60.0,,,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Anwar Sparrow,123054,LB,SYRACUSE,11,11,0,92.3,0,0,304,1,1,73.7,65.2,23.4,55.5,59.1,59.7,1,2,0,0,25,18.4,7,3,1,96.8,12,1,0,222,5,117,278,23,0,0,23,0,4,255,32,129,24,16,20,3,13,4,0,94,74,7.8
Stefon Thompson,123055,LB,FLORIDA ST,10,10,0,85.7,0,1,167,0,0,53.5,72.6,83.9,67.1,83.3,89.8,0,3,0,0,19,5.4,2,0,0,95.2,6,4,0,146,0,77,219,56,0,0,56,0,0,163,35,107,17,12,25,1,7,7,0,48,40,8.0
Bud Clark,123066,S,TCU,11,11,0,67.5,2,0,305,0,0,77.2,80.4,52.3,71.9,83.1,69.3,1,2,1,4,44,14.5,9,6,7,78.8,27,1,0,250,0,400,725,1,0,0,1,0,160,724,4,321,313,13,42,1,40,4,4,256,127,9.5
Jai'Onte' McMillan,123089,CB,MINNESOTA,11,3,0,68.0,1,0,225,0,0,59.3,63.1,83.6,80.4,72.3,75.8,1,1,0,0,67,7.4,2,1,2,99.4,17,0,0,20,260,197,334,3,0,0,3,0,2,331,6,131,49,5,22,0,25,2,0,244,64,14.4
Xavion Alford,123103,S,ARIZONA ST,2,4,0,0.0,0,0,110,0,0,57.1,61.3,80.4,56.7,75.4,77.6,0,0,0,0,,10.0,1,0,0,39.6,0,0,0,14,0,81,122,0,0,0,0,0,106,122,2,39,2,1,5,0,1,0,0,0,0,
Prince Dorbah,123113,ED,ARIZONA ST,11,4,0,,0,1,110,1,0,57.3,68.2,41.1,70.5,64.8,28.3,6,18,0,0,,35.0,7,0,2,0.0,0,4,0,1,0,4,360,359,0,2,355,2,0,1,230,126,0,12,9,3,0,28,0,0,0,
Sawyer Goram-Welch,123116,DI,COAST CAR,13,8,1,,0,0,141,0,0,61.5,69.1,86.8,70.1,65.1,69.0,0,10,0,0,,8.0,2,0,0,0.0,0,2,0,0,0,0,417,417,346,60,0,11,0,0,177,240,0,11,15,1,0,12,0,0,0,
Troy Omeire,123124,WR,UNLV,1,0,0,,1,0,325,0,0,60.0,62.4,60.0,,,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
