player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Micah Ford,188865,HB,STANFORD,1,0.0,1,1,17.0,2.5,0,0,0.0,0.0,0,0,0,,1,0,0,300,68.9,81.8,33.8,83.9,0,0,1,0,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Michael Valentino,189408,QB,FAU,1,0.0,1,1,27.0,1.9,0,0,0.0,0.0,0,0,0,,1,0,0,165,60.3,50.3,50.4,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Isaiah Alston,121550,WR,JAMES MAD,1,0.0,1,1,33.0,3.3,0,0,0.0,0.0,0,0,0,,1,0,0,197,67.3,64.5,58.0,,0,0,1,3,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Nykahi Davenport,189601,HB,USF,2,100.0,1,1,33.0,4.1,0,0,0.0,100.0,1,0,1,0.0,2,0,1,327,77.1,83.9,73.4,85.7,0,0,2,0,100.0,158.3,50.0,1,0,0,0,1,0,0.0,29,29.0
Caullin Lacy,121426,WR,LOUISVILLE,1,100.0,1,1,3.0,3.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,210,85.6,66.7,73.7,64.0,0,0,1,1,,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0
Reece Vander Zee,189694,WR,IOWA,1,100.0,1,1,5.0,3.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,192,69.7,79.7,73.3,,0,0,1,0,,127.1,0.0,0,0,0,0,1,0,0.0,5,5.0
Sean West,189741,K,WISCONSIN,1,100.0,1,1,8.0,2.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,349,63.7,72.4,62.2,68.0,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0
Justus Savage,189806,HB,JVILLE ST,1,0.0,1,1,38.0,3.7,0,0,0.0,0.0,0,0,1,,1,0,0,196,73.9,67.3,59.3,66.7,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
John Hoyet Chance,189821,P,LA TECH,1,0.0,1,1,10.0,1.9,0,0,0.0,0.0,0,0,0,,1,0,0,208,60.3,33.5,57.7,60.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Lynel Billups-Williams,171271,WR,MIAMI OH,1,0.0,1,1,21.0,3.2,0,0,0.0,0.0,0,0,1,,1,0,0,221,87.4,53.2,58.4,58.6,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jordan Faison,171081,WR,NOTRE DAME,1,100.0,1,1,13.0,3.8,0,0,0.0,100.0,1,0,0,0.0,1,0,1,258,83.3,75.7,75.4,60.0,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,40,40.0
Na'eem Abdul-Rahim Gladding,190053,WR,DOMINION,1,100.0,1,1,-4.0,2.8,0,0,0.0,100.0,1,0,1,0.0,1,0,0,263,76.4,75.5,61.0,,0,0,1,1,0.0,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
Jaylen King,170801,QB,FLORIDA ST,1,,0,1,,3.2,0,0,0.0,0.0,0,0,0,,1,0,0,167,67.5,70.7,60.0,67.6,0,0,1,0,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Michael Grant,170336,QB,FLORIDA ST,1,100.0,1,1,-1.0,2.1,0,0,0.0,100.0,1,0,2,0.0,2,0,1,167,9.2,29.6,28.8,,0,0,2,0,50.0,118.8,50.0,1,0,0,0,0,1,50.0,14,14.0
Brandon Inniss,170255,WR,OHIO STATE,1,100.0,1,1,-2.0,4.2,0,0,0.0,100.0,1,0,0,0.0,1,0,0,260,56.7,63.3,61.0,63.9,0,0,1,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0
Robby Washington,170096,WR,COAST CAR,1,100.0,1,1,19.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,141,38.6,61.6,72.6,52.6,0,0,1,2,,156.3,0.0,0,0,0,0,1,0,0.0,12,12.0
Ashton Gray,190611,HB,N TEXAS,1,0.0,1,1,41.0,4.2,0,0,0.0,0.0,0,0,1,,1,0,0,251,62.3,82.2,58.0,83.8,0,0,1,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Eric Singleton Jr.,170078,WR,AUBURN,1,0.0,1,1,37.0,3.1,0,0,0.0,0.0,0,0,1,,1,0,0,115,56.3,64.7,51.3,58.7,0,0,1,3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Que'Sean Brown,170041,WR,DUKE,2,0.0,1,1,18.0,5.1,0,0,0.0,0.0,0,0,1,,2,0,0,154,80.5,71.8,46.2,,0,0,2,1,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Joseph Williams,190753,WR,COLORADO,1,0.0,1,1,-5.0,5.7,0,0,0.0,0.0,0,0,1,,1,0,0,143,37.9,67.7,60.4,,0,0,1,5,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Gabe Glover,204935,WR,JVILLE ST,1,100.0,1,1,16.0,4.3,0,0,0.0,100.0,1,0,0,0.0,1,0,0,196,75.6,53.9,76.6,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0
Jmariyae Robinson,164812,WR,MO STATE,1,0.0,1,1,-7.0,3.2,0,0,0.0,0.0,0,0,0,,1,0,0,230,76.0,67.2,53.4,55.4,0,0,1,6,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Shamar Rigby,190922,WR,OKLA STATE,1,100.0,1,1,25.0,3.3,0,0,0.0,100.0,1,0,0,0.0,1,0,1,262,71.1,63.7,76.6,,0,0,1,1,,158.3,0.0,0,0,0,0,1,0,0.0,63,63.0
Cade Backe,163937,P,JVILLE ST,1,100.0,1,1,2.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,0,196,60.3,61.0,60.6,,0,0,1,0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
Cameron Bates,190986,WR,BOISE ST,1,100.0,1,1,15.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,120,76.4,58.4,54.8,78.2,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0
Bryan Hansen,163324,K,COLO STATE,1,0.0,1,1,21.0,5.3,0,0,0.0,0.0,0,0,1,,1,0,0,144,,30.5,40.6,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Mark Konecny,163162,QB,W MICHIGAN,1,,0,1,,3.2,0,0,0.0,0.0,0,0,0,,1,0,0,347,9.1,35.7,60.0,53.7,0,0,1,0,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Aidan Leffler,163088,QB,BALL ST,1,0.0,1,1,6.0,1.9,0,0,0.0,0.0,0,0,0,,1,0,0,117,60.3,46.1,46.1,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Chase Leon,192324,P,USF,1,0.0,1,1,13.0,3.9,0,0,0.0,0.0,0,0,0,,1,0,0,327,60.3,53.2,49.6,,0,1,1,0,,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0
Andrew Burnette,205005,HB,LA TECH,1,0.0,1,1,31.0,2.6,0,0,0.0,0.0,0,0,0,,1,0,0,208,57.0,72.0,37.1,72.8,0,1,1,0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Javonnie Gibson,193295,WR,OKLAHOMA,1,100.0,1,1,7.0,4.6,0,0,0.0,100.0,1,0,1,0.0,1,0,0,261,70.1,56.9,77.7,,0,0,1,1,0.0,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
Iverson Hooks,163020,WR,UAB,2,100.0,1,1,9.0,7.45,0,0,0.0,100.0,1,0,2,0.0,2,0,1,321,62.1,82.3,77.2,57.3,0,0,2,1,0.0,118.8,0.0,0,1,0,0,0,0,0.0,17,17.0
Muaaz Byard,162971,LB,MIDDLE TN,1,100.0,1,1,-3.0,1.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,224,60.3,60.7,60.6,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,27,27.0
Octavian Smith Jr.,162805,WR,MARYLAND,1,0.0,1,1,23.0,2.9,0,0,0.0,0.0,0,1,1,,1,0,0,215,49.2,55.4,50.4,63.1,0,0,1,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Eli Heidenreich,162554,FB,NAVY,1,100.0,1,1,25.0,2.7,0,1,100.0,0.0,0,0,1,100.0,1,1,0,237,85.5,92.9,87.7,86.1,0,0,1,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Grady Gross,162487,K,WASHINGTON,1,0.0,1,1,9.0,2.1,0,0,0.0,0.0,0,0,1,,1,0,0,340,60.3,63.7,62.2,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
AJ Wilson,161436,WR,UTSA,1,0.0,1,1,10.0,4.0,0,0,0.0,0.0,0,0,1,,1,0,0,331,72.2,66.3,33.8,,0,0,1,4,0.0,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Jacquon Gibson,158762,WR,UMASS,1,100.0,1,1,5.0,3.0,0,0,0.0,100.0,1,0,0,0.0,1,0,0,216,79.2,71.0,60.4,59.7,0,0,1,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
AJ Jones,158729,WR,MIDDLE TN,1,0.0,1,1,37.0,3.4,0,0,0.0,0.0,0,0,0,,1,0,0,224,71.5,53.5,37.0,,0,0,1,1,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Tyrell Henry,158385,WR,WISCONSIN,1,0.0,1,1,22.0,3.1,0,0,0.0,0.0,0,0,0,,1,0,0,349,83.8,62.6,50.8,59.8,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Gavin Freeman,158078,WR,OKLA STATE,1,0.0,1,1,-4.0,3.3,0,0,0.0,0.0,0,0,1,,1,0,0,262,55.0,66.0,56.8,70.6,0,0,1,3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Ashton Logan,157726,P,MIDDLE TN,1,0.0,1,1,-4.0,1.9,0,0,0.0,0.0,0,0,0,,1,0,0,224,9.1,32.7,54.4,60.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Ryan Montgomery,198473,QB,GEORGIA,1,100.0,1,1,-4.0,0.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,173,60.3,61.9,60.6,,0,0,1,0,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0
Landon Roldan,198479,WR,GEORGIA,1,100.0,1,1,11.0,3.8,0,0,0.0,100.0,1,0,0,0.0,1,0,1,173,66.0,59.1,75.4,57.5,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0
Colton Allen,157725,QB,COLORADO,1,100.0,1,1,-1.0,1.6,0,0,0.0,100.0,1,0,0,0.0,1,0,0,143,60.3,61.1,61.0,,0,0,1,0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Grant Page,157692,WR,SO MISS,1,0.0,1,1,24.0,3.0,0,0,0.0,0.0,0,0,0,,1,0,0,296,60.3,46.5,50.4,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Enoch Nawahine,97303,HB,BYU,1,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0,0.0,1,0,0,128,78.2,58.8,60.4,66.1,0,0,1,0,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Jordyn Tyson,157690,WR,ARIZONA ST,1,0.0,1,1,27.0,3.0,0,0,0.0,0.0,0,1,0,,1,0,0,110,52.7,82.9,51.9,61.3,0,0,1,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Evan Svoboda,157664,TE,WYOMING,1,0.0,1,1,8.0,1.8,0,0,0.0,0.0,0,0,0,,1,0,0,351,71.4,47.2,33.1,72.1,0,1,1,4,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
DJ Burks,157550,S,APP STATE,1,0.0,1,1,3.0,2.5,0,0,0.0,0.0,0,0,0,,1,0,0,108,60.3,52.2,54.4,,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Clay Thevenin,198671,HB,LA TECH,1,100.0,1,1,-4.0,3.0,0,0,0.0,0.0,0,2,0,100.0,1,1,0,208,69.4,78.1,61.0,81.0,0,0,1,4,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
James Ferguson-Reynolds,157204,P,OREGON,2,100.0,1,1,-1.0,1.9,0,0,0.0,100.0,1,0,0,0.0,1,0,1,264,64.4,56.7,61.5,60.0,0,0,2,0,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0
Luke Watkins,198688,WR,LA TECH,1,100.0,1,1,-6.0,2.5,0,0,0.0,100.0,1,0,1,0.0,1,0,0,208,63.7,57.8,61.0,,0,0,1,0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,-5,-5.0
Brett Brown,157166,QB,MISSOURI,1,0.0,1,1,27.0,3.2,0,0,0.0,0.0,0,0,1,,1,0,0,229,63.7,69.7,60.5,63.4,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
CJ Smith,157076,WR,MEMPHIS,1,0.0,1,1,23.0,2.9,0,0,0.0,0.0,0,0,1,,1,0,0,218,63.7,43.0,37.5,57.5,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Holden Geriner,157045,QB,TEXAS ST,1,0.0,1,1,13.0,2.4,0,0,0.0,0.0,0,0,1,,1,0,0,314,68.7,57.1,48.5,63.8,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Stanley Anderson-Lofton,198834,QB,MIDDLE TN,1,100.0,1,1,4.0,3.0,0,0,0.0,100.0,1,0,1,0.0,2,0,0,224,66.2,60.6,50.8,65.3,0,0,2,0,100.0,112.5,50.0,1,0,0,0,0,0,0.0,11,11.0
Kendrick Law,157004,WR,KENTUCKY,1,0.0,1,1,39.0,2.7,0,0,0.0,0.0,0,1,0,,1,0,0,202,79.5,71.6,49.9,67.3,0,0,1,4,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Joshua Burnham,156977,ED,NOTRE DAME,1,100.0,1,1,8.0,1.4,0,0,0.0,100.0,1,0,0,0.0,1,0,1,258,64.7,72.3,78.6,,0,0,1,1,,158.3,0.0,0,0,0,0,1,0,0.0,84,84.0
Evan Crenshaw,156684,P,TROY,2,100.0,1,1,-1.0,2.55,0,0,0.0,100.0,1,0,1,0.0,2,0,1,318,61.8,58.2,58.3,,0,0,2,0,100.0,112.5,50.0,1,0,0,0,0,0,0.0,11,11.0
Omari Hayes,156520,WR,TULANE,1,,0,1,,3.3,1,0,0.0,0.0,0,0,1,,1,0,0,319,83.8,83.6,60.0,,0,0,1,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Teddy Hoffmann,198966,WR,NC STATE,2,100.0,1,1,21.0,5.05,0,0,0.0,100.0,1,0,1,0.0,2,0,1,248,78.3,71.3,65.7,,0,0,2,0,100.0,158.3,50.0,1,0,0,0,1,0,0.0,59,59.0
Sam Vander Haar,156357,P,BYU,1,0.0,1,1,1.0,2.3,0,0,0.0,0.0,0,0,0,,1,0,0,128,65.9,57.2,54.4,62.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Christian Neptune,206238,WR,USF,1,100.0,1,1,27.0,3.0,0,1,100.0,100.0,1,0,0,0.0,1,0,1,327,81.2,63.1,88.1,70.6,0,0,1,1,,158.3,0.0,0,0,0,0,1,0,0.0,29,29.0
Ryan Huff,199073,QB,DOMINION,1,0.0,1,1,13.0,2.0,0,0,0.0,0.0,0,0,0,,1,0,0,263,60.3,54.7,54.8,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Antonio Williams,156241,WR,CLEMSON,3,100.0,1,1,32.0,4.8,0,1,100.0,100.0,1,0,1,0.0,3,0,1,140,80.7,80.3,87.3,60.9,0,0,3,0,0.0,158.3,0.0,0,2,0,0,1,0,0.0,75,75.0
Bryce Yates,199090,WR,PITTSBURGH,1,0.0,1,1,19.0,3.3,0,0,0.0,0.0,0,0,0,,1,0,0,268,68.6,71.6,47.3,,0,0,1,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Sean Ashenfelder,199125,QB,RUTGERS,1,100.0,1,1,2.0,2.3,0,0,0.0,100.0,1,0,0,0.0,1,0,1,278,63.7,57.8,60.6,58.7,0,0,1,0,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0
Jack Smith,156227,P,CLEMSON,1,0.0,1,1,20.0,1.7,0,0,0.0,0.0,0,0,0,,1,0,0,140,63.7,60.9,60.5,60.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jacob Rodriguez,151095,LB,TEXAS TECH,1,0.0,1,1,9.0,1.5,0,0,0.0,0.0,0,0,0,,1,0,0,315,65.9,38.0,27.2,68.8,0,1,1,0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Ty Hawkins,199163,QB,SMU,2,100.0,1,1,9.0,3.6,0,0,0.0,100.0,1,0,0,0.0,1,0,0,287,67.6,77.2,59.8,73.4,0,0,2,0,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0
Johnny Chaney Jr.,150871,LB,FIU,1,100.0,1,1,-5.0,0.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,166,60.3,60.5,60.6,,0,0,1,0,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0
J'Mari Taylor,150482,HB,VIRGINIA,1,100.0,1,1,7.0,2.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,335,79.7,76.1,74.4,80.3,0,0,1,1,,118.8,0.0,0,0,0,0,1,0,0.0,1,1.0
Holden Phillips,199309,QB,TEXAS TECH,1,100.0,1,1,8.0,2.4,0,0,0.0,100.0,1,0,0,0.0,1,0,1,315,67.5,68.0,71.9,58.3,0,0,1,0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
Myles Butler,150199,WR,MIDDLE TN,2,,0,1,,3.5,0,0,0.0,0.0,0,0,2,,2,0,0,224,27.3,66.8,55.4,,0,0,2,1,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0
Agyeman Addae,199393,HB,UCF,1,100.0,1,1,1.0,1.4,0,0,0.0,100.0,1,0,0,0.0,1,0,1,323,74.6,60.1,60.6,59.0,0,0,1,0,,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0
Reggie Branch II,150071,HB,MO STATE,1,100.0,1,1,1.0,3.9,0,0,0.0,100.0,1,0,1,0.0,1,0,1,230,69.9,62.0,60.6,62.3,0,0,1,0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,29,29.0
Javin Whatley,149832,WR,ARIZONA,1,0.0,1,1,20.0,4.7,0,0,0.0,0.0,0,0,0,,1,0,0,109,76.5,66.6,37.9,61.0,0,1,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Jarris Williams,147249,HB,TROY,1,0.0,1,1,4.0,1.5,0,0,0.0,0.0,0,0,0,,1,0,0,318,76.4,51.7,55.6,59.2,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Steele Pizzella,199501,QB,WAKE,1,0.0,1,1,26.0,2.0,0,0,0.0,0.0,0,0,0,,1,0,0,339,65.9,73.0,50.8,72.8,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Tommy Lock,146875,QB,MISSOURI,1,0.0,1,1,6.0,1.7,0,0,0.0,0.0,0,0,0,,1,0,0,229,60.3,54.7,53.7,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Marvis Parrish,199564,HB,W KENTUCKY,1,100.0,1,1,4.0,1.3,0,0,0.0,0.0,0,0,0,100.0,1,1,0,346,75.5,72.5,60.6,80.5,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Marshall Nichols,146864,P,GA TECH,1,100.0,1,1,5.0,1.9,0,0,0.0,100.0,1,0,0,0.0,1,0,0,176,60.3,53.4,54.4,,0,0,1,0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
RaRa Thomas,146850,WR,TROY,1,0.0,1,1,27.0,4.7,0,0,0.0,0.0,0,0,1,,1,0,0,318,45.2,69.9,24.4,65.5,0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Sam Huard,146463,QB,USC,1,100.0,1,1,9.0,2.3,0,0,0.0,100.0,1,0,0,0.0,1,0,1,326,63.7,72.7,71.5,60.0,0,0,1,0,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0
Donaven McCulley,144829,WR,MICHIGAN,1,0.0,1,1,17.0,4.1,0,0,0.0,0.0,0,0,0,,1,0,0,222,73.4,67.2,33.8,60.5,0,0,1,2,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
RJ Garcia II,144591,WR,BOWL GREEN,1,100.0,1,1,26.0,4.0,0,1,100.0,100.0,1,0,0,0.0,1,0,1,122,72.4,66.9,88.1,75.2,0,0,1,2,,158.3,0.0,0,0,0,0,1,0,0.0,73,73.0
Christian Moss,144095,WR,KENNESAW,1,100.0,1,1,22.0,3.0,0,0,0.0,100.0,1,1,1,0.0,1,0,1,200,73.3,65.7,76.2,,0,0,1,4,0.0,158.3,0.0,0,0,0,0,1,0,0.0,13,13.0
Tay Lanier,78216,WR,COLO STATE,2,100.0,1,1,7.0,3.1,0,0,0.0,100.0,1,0,0,0.0,1,0,0,144,72.6,60.4,57.9,,0,0,2,0,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0
Tahj Bullock,144070,QB,COLO STATE,2,0.0,1,1,19.0,3.7,0,0,0.0,0.0,0,0,2,,2,0,0,144,77.0,70.4,49.0,70.7,0,0,4,0,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Brian Rowe Jr.,199945,WR,S CAROLINA,1,100.0,1,1,12.0,3.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,289,73.1,60.7,72.6,59.9,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,21,21.0
Jaden Bradley,144016,WR,UNLV,1,100.0,1,1,20.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,325,29.6,71.9,76.2,63.2,0,0,1,6,,158.3,0.0,0,0,0,0,1,0,0.0,16,16.0
Romello Brinson,143936,WR,SMU,1,0.0,1,1,4.0,5.7,0,0,0.0,0.0,0,0,1,,1,0,0,287,42.4,59.0,55.3,,0,0,1,7,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Grant Wilson,143041,QB,INDIANA,1,100.0,1,1,5.0,1.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,190,67.5,63.7,56.1,63.8,0,0,1,0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
Ryan Leavy,139035,P,E CAROLINA,1,100.0,1,1,4.0,2.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,156,63.7,75.0,60.6,60.0,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
Johntay Cook,131255,WR,SYRACUSE,1,0.0,1,1,25.0,3.7,0,0,0.0,0.0,0,1,0,,1,0,0,304,19.7,62.2,50.4,63.2,0,0,1,3,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jay Ducker,130550,HB,TEMPLE,1,100.0,1,1,16.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,306,90.3,83.0,74.3,84.7,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,16,16.0
Qian Magwood,130339,WR,BALL ST,1,100.0,1,1,12.0,3.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,117,73.3,59.3,75.4,63.4,0,0,1,1,,158.3,0.0,0,0,0,0,1,0,0.0,19,19.0
Terry Lockett Jr.,129625,WR,E MICHIGAN,1,0.0,1,1,19.0,3.6,0,0,0.0,0.0,0,0,1,,1,0,0,160,70.1,64.9,46.8,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Sebastian Brown,129607,WR,KENT STATE,2,0.0,1,1,29.0,3.6,0,0,0.0,0.0,0,0,0,,1,0,0,201,68.9,57.1,29.4,,0,1,2,0,,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Luke Nickel,200166,QB,MIAMI FL,1,0.0,1,1,35.0,2.8,0,0,0.0,0.0,0,0,0,,1,0,0,220,60.3,50.2,49.9,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Karle Lacey Jr.,208850,QB,TEXAS,1,100.0,1,1,7.0,2.0,0,0,0.0,100.0,1,0,0,0.0,1,0,0,311,60.3,62.2,61.6,,0,0,1,0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
Nick DeGennaro,129503,WR,JAMES MAD,1,100.0,1,1,27.0,3.7,0,0,0.0,100.0,1,0,0,0.0,2,0,1,197,72.4,64.6,77.7,57.3,0,0,2,2,,118.8,0.0,0,1,0,0,0,0,0.0,50,50.0
Ju'Juan Johnson,184458,HB,LSU,2,100.0,1,1,10.0,3.7,0,0,0.0,100.0,1,0,1,0.0,2,0,1,211,37.6,59.5,70.7,62.4,0,0,2,0,100.0,118.8,50.0,1,0,0,0,0,0,0.0,14,14.0
Linkon Cure,204094,WR,KANSAS ST,1,0.0,1,1,26.0,3.3,0,0,0.0,0.0,0,0,1,,1,0,0,199,66.4,52.0,37.5,,0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Parker Livingstone,184512,WR,TEXAS,1,100.0,1,1,6.0,3.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,311,72.2,67.9,71.7,,0,0,1,1,,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0
Tyler White,127307,P,TEXAS A&M,1,0.0,1,1,17.0,2.1,0,0,0.0,0.0,0,0,0,,1,0,0,312,60.3,58.6,57.7,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Daniel Hill,184536,HB,ALABAMA,1,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0,0.0,1,0,0,103,70.2,65.9,60.6,71.6,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0
Isaac Wilson,183872,QB,UTAH,1,0.0,1,1,6.0,2.55,0,0,0.0,0.0,0,0,0,,2,0,0,328,67.6,29.5,28.6,54.5,0,0,2,0,,39.6,0.0,0,1,0,0,0,1,50.0,0,0.0
Kanyon Floyd,183740,P,ARIZONA ST,1,100.0,1,1,12.0,1.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,110,60.3,75.3,75.4,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,19,19.0
Nico Ottomanelli,183576,K,SM HOUSTON,1,0.0,1,1,2.0,5.3,0,0,0.0,0.0,0,0,0,,1,0,0,281,24.0,26.8,36.1,,0,0,1,0,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Jordan Shipp,183338,WR,N CAROLINA,1,0.0,1,1,28.0,3.1,0,0,0.0,0.0,0,0,0,,1,0,0,245,75.4,73.1,50.8,60.6,0,0,1,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
